term,department,course,section,class_number,mode_of_instruction,course_title,satisfies,units,class_type,days,times,instructor,location,dates,open_seats,notes
,ENVS,181,01,27304,In Person,Environmental Resource Center,,1,SUP,TR,12:00PM-01:15PM,Amy Petersen,WSQ111,01/24/24-05/13/24,0,RO - Not available to Open University students.
,ENVS,181,02,27305,In Person,Environmental Resource Center,,2,SUP,TR,12:00PM-01:15PM,Amy Petersen,WSQ111,01/24/24-05/13/24,9,RO - Not available to Open University students.
,ENVS,181,03,27306,In Person,Environmental Resource Center,,3,SUP,TR,12:00PM-01:15PM,Amy Petersen,WSQ111,01/24/24-05/13/24,1,RO - Not available to Open University students.
,ENVS,185,01,28175,In Person,Environmental Impact Analysis,,4,LEC,W,04:30PM-07:15PM,Ada Marquez,DMH354,01/24/24-05/13/24,0,CA - Students must register for one section of each activity listed.
,ENVS,185,10,28176,In Person,Environmental Impact Analysis,,4,ACT,TBA,TBA,Ada Marquez,,01/24/24-05/13/24,0,CA - Students must register for one section of each activity listed.
,ENVS,189,01,28177,In Person,Coastal Field Studies,,4,LEC,F,09:30AM-12:15PM,Rachel Lazzeri-Aerts,WSQ111,01/24/24-05/13/24,1,CA - Students must register for one section of each activity listed.
,ENVS,189,10,28178,In Person,Coastal Field Studies,,4,ACT,F,12:30PM-03:15PM,Rachel Lazzeri-Aerts,OFFSITE,01/24/24-05/13/24,1,CA - Students must register for one section of each activity listed.
,ENVS,193,01,28779,Hybrid,Supervised Projects and Research,,1,SUP,R  TBA,R  12:00PM-02:45PM   TBA  TBA,Katherine Cushing,WSQ115,01/24/24-05/13/24,5,IC - See course description for requirements.  IJ -  Contact instructor for meeting dates.  RO - Not available to Open University students.  HYBRID - 2 Meeting Patterns: (1) designated In Person with day/time meetings; and (2) NO designated online day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus.
,ENVS,193,02,28780,Hybrid,Supervised Projects and Research,,2,SUP,R  TBA,R  12:00PM-02:45PM   TBA  TBA,Katherine Cushing,WSQ115,01/24/24-05/13/24,5,IC - See course description for requirements.  IJ -  Contact instructor for meeting dates.  RO - Not available to Open University students.  HYBRID - 2 Meeting Patterns: (1) designated In Person with day/time meetings; and (2) NO designated online day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus.
,ENVS,193,03,28781,Hybrid,Supervised Projects and Research,,3,SUP,R  TBA,R  12:00PM-02:45PM   TBA  TBA,Katherine Cushing,WSQ115,01/24/24-05/13/24,2,IC - See course description for requirements.  IJ -  Contact instructor for meeting dates.  RO - Not available to Open University students.  HYBRID - 2 Meeting Patterns: (1) designated In Person with day/time meetings; and (2) NO designated online day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus.
,ENVS,194,81,28535,Fully Online,Environmental Internship,,1,SUP,TBA,TBA,Dustin Mulvaney,ONLINE,01/24/24-05/13/24,10,IC - See course description for requirements.  IJ -  Contact instructor for meeting dates.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,194,82,28536,Fully Online,Environmental Internship,,2,SUP,TBA,TBA,Dustin Mulvaney,ONLINE,01/24/24-05/13/24,10,IC - See course description for requirements.  IJ -  Contact instructor for meeting dates.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,194,83,28537,Fully Online,Environmental Internship,,3,SUP,TBA,TBA,Dustin Mulvaney,ONLINE,01/24/24-05/13/24,10,IC - See course description for requirements.  IJ -  Contact instructor for meeting dates.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,194,84,28538,Fully Online,Environmental Internship,,4,SUP,TBA,TBA,Dustin Mulvaney,ONLINE,01/24/24-05/13/24,10,IC - See course description for requirements.  IJ -  Contact instructor for meeting dates.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,194,85,28539,Fully Online,Environmental Internship,,5,SUP,TBA,TBA,Dustin Mulvaney,ONLINE,01/24/24-05/13/24,7,IC - See course description for requirements.  IJ -  Contact instructor for meeting dates.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,195,80,30363,Fully Online,Instructor Assistant in Environmental Studies,,3,SUP,TBA,TBA,Katherine Cushing,ONLINE,01/24/24-05/13/24,4,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,198,01,27336,In Person,Senior Seminar,,4,SEM,T  TBA,T  01:30PM-04:15PM   TBA  TBA,Lynne Trulio / Amy Petersen,DMH167,01/24/24-05/13/24,2,PE - Prereq - Graduating senior status. Must show proof of application for graduation.
,ENVS,200,01,27339,In Person,Seminar: Environmental Methods,,3,SEM,R,03:00PM-05:45PM,Rachel O'Malley,CL243,01/24/24-05/13/24,0,
,ENVS,210,11,29687,In Person,Current Topics in Environmental Studies,,1,SUP,MW,01:30PM-02:45PM,Rachel O'Malley,WSQ111,01/24/24-05/13/24,5,PC -  Prereq - Graduate student status.  RO - Not available to Open University students.
,ENVS,210,12,29688,In Person,Current Topics in Environmental Studies,,2,SUP,MW,01:30PM-02:45PM,Rachel O'Malley,WSQ111,01/24/24-05/13/24,3,PC -  Prereq - Graduate student status.  RO - Not available to Open University students.
,ENVS,210,13,29689,In Person,Current Topics in Environmental Studies,,3,SUP,MW,01:30PM-02:45PM,Rachel O'Malley,WSQ111,01/24/24-05/13/24,2,PC -  Prereq - Graduate student status.  RO - Not available to Open University students.
,ENVS,227,02,29759,In Person,Advanced Community Based Participatory Research,,3,LEC,T,03:00PM-05:45PM,Jesse Williamson,CL243,01/24/24-05/13/24,7,
,ENVS,285,80,27799,Fully Online,Graduate Internship,,3,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,3,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,285,81,30364,Fully Online,Graduate Internship,,4,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,295,80,28619,Fully Online,Graduate Teaching Assistant,,3,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,297,01,27351,In Person,Research and Proposal Development,GWAR,3,SEM,T,12:00PM-02:45PM,Will Russell / Katherine Cushing,CL243,01/24/24-05/13/24,1,
,ENVS,299,81,27357,Fully Online,Master's Thesis,,1,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,5,IC - See course description for requirements.  PC -  Prereq - Graduate student status.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,299,82,27358,Fully Online,Master's Thesis,,2,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,4,IC - See course description for requirements.  PC -  Prereq - Graduate student status.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,299,83,27359,Fully Online,Master's Thesis,,3,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,5,IC - See course description for requirements.  PC -  Prereq - Graduate student status.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,299,84,27361,Fully Online,Master's Thesis,,4,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,4,IC - See course description for requirements.  PC -  Prereq - Graduate student status.  RO - Not available to Open University students.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,299,85,27362,Fully Online,Master's Thesis,,5,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,5,IC - See course description for requirements.  PC -  Prereq - Graduate student status.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ENVS,299,86,27363,Fully Online,Master's Thesis,,6,SUP,TBA,TBA,Rachel O'Malley,ONLINE,01/24/24-05/13/24,1,IC - See course description for requirements.  PC -  Prereq - Graduate student status.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FLED,184Y,01,20303,In Person,Student Teaching II - Classroom Teaching,,4,SUP,TBA,TBA,Janice Holly,,01/24/24-05/13/24,7,RA - Requires consent of instructor.  RO - Not available to Open University students.
,FLED,184Z,01,20304,In Person,Student Teaching III - Classroom Teaching,,4,SUP,TBA,TBA,Janice Holly,,01/24/24-05/13/24,8,RA - Requires consent of instructor.  RO - Not available to Open University students.
,FLED,285,81,29982,Fully Online,Student Teaching Seminar In Foreign Language Education,,1,SEM,R,03:00PM-05:00PM,Avizia Long,ONLINE,01/24/24-05/13/24,6,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,FORL,126,01,29017,In Person,Holocaust Literature,GE: V,3,LEC,MW,01:30PM-02:45PM,Linda Landau,SH229,01/24/24-05/13/24,33,
,FREN,1A,02,29896,In Person,Elementary French,GE: C2,4,LEC,TR,12:00PM-01:40PM,Loubna Hafid,SH315,01/24/24-05/13/24,2,
,FREN,1A,80,25685,Fully Online,Elementary French,GE: C2,4,LEC,TBA,TBA,Laurence Pilot-Darier-Baziere,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,1A,81,25686,Fully Online,Elementary French,GE: C2,4,LEC,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,1B,80,25687,Fully Online,Elementary French,GE: C2,4,LEC,W  TBA,W  05:00PM-06:00PM   TBA  TBA,Françoise Herrmann / Françoise Herrmann,ONLINE  ONLINE,01/24/24-05/13/24,21,FULLY ONLINE - 2 meeting patterns: (1) designated online with day/time meetings; and (2) NO designated online day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,25B,80,22739,Fully Online,Intermediate French: Writing,GE: C2,4,LEC,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,27,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,25C,80,28216,Fully Online,Intermediate French: Oral Communication,,4,LEC,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,28,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,101B,80,22740,Fully Online,Advanced French: Written Communication,,4,LEC,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,19,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,101C,80,25688,Fully Online,Advanced French: Oral Communication,,4,LEC,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,19,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,102B,80,21676,Fully Online,Francophone Cultures: Through Literature and Cinema,GE: V,3,SEM,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,22,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,102C,80,25689,Fully Online,French Culture,,4,SEM,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,19,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,110,80,28211,Fully Online,Advanced Grammar: Grammatical Analysis,,4,SEM,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,20,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,132,80,22976,Fully Online,Special Topics in French for Careers,,4,SEM,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,18,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,140B,80,28184,Fully Online,French Literature 20th-21st Centuries,,4,SEM,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,20,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,160,80,28185,Fully Online,Masters of French Literature,,4,SEM,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,20,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,170,80,28212,Fully Online,Translation and Comparative Stylistics,,4,SEM,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,20,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,180,80,23325,Fully Online,Individual Studies in French,,3,SUP,TBA,TBA,Staff,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FREN,180,81,23326,Fully Online,Individual Studies in French,,1,SUP,TBA,TBA,Jean-Luc Desalvo,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FS,11,01,23541,In Person,Survey of Forensic Science,,3,LEC,MW,10:30AM-11:45AM,Jodie Warren,SH434,01/24/24-05/13/24,0,
,FS,11,80,25745,Fully Online,Survey of Forensic Science,,3,LEC,TBA,TBA,Mary Juno,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,FS,12,01,24897,In Person,Introduction to Digital Evidence Investigations,,3,LEC,MW,12:00PM-01:15PM,Tom Arnold,CL117,01/24/24-05/13/24,0,
,FS,12,02,30138,In Person,Introduction to Digital Evidence Investigations,,3,LEC,MW,01:30PM-02:45PM,Tom Arnold,CL117,01/24/24-05/13/24,0,
,FS,57,01,28390,In Person,Biological Criminalistics,,3,LEC,W,10:00AM-12:00PM,Mark Barash,HB207,01/24/24-05/13/24,0,IG - Students must also register in a lab section.
,FS,57,11,28392,In Person,Biological Criminalistics,,3,ACT,W,01:00PM-02:45PM,Mark Barash,HB207,01/24/24-05/13/24,0,
,FS,100W,01,25221,In Person,Forensic Science Writing Workshop,WID,3,LEC,MW,01:30PM-02:45PM,Gil Zamora,HGH225,01/24/24-05/13/24,0,
,FS,130,01,28795,In Person,Digital Forensic Analysis,,3,LEC,F,10:00AM-11:45AM,Ryan Kim,WSQ113,01/24/24-05/13/24,6,
,FS,130,11,28796,In Person,Digital Forensic Analysis,,3,ACT,F,12:00PM-01:45PM,Ryan Kim,WSQ113,01/24/24-05/13/24,6,
,FS,161,01,25343,In Person,Crime Scene Investigation,,3,LEC,T,09:00AM-11:00AM,Mary Juno,HB207,01/24/24-05/13/24,0,IG - Students must also register in a lab section.
,FS,161,02,26410,In Person,Crime Scene Investigation,,3,LEC,W,06:00PM-07:45PM,Shawna Bolton,HGH225,01/24/24-05/13/24,0,IG - Students must also register in a lab section.
,FS,161,11,25345,In Person,Crime Scene Investigation,,3,ACT,R,09:00AM-11:00AM,Mary Juno,HB207,01/24/24-05/13/24,0,
,FS,161,12,26411,In Person,Crime Scene Investigation,,3,ACT,R,06:00PM-07:45PM,Shawna Bolton,HB207,01/24/24-05/13/24,0,
,FS,162,01,25977,In Person,Forensic Science Applications,,3,LEC,T,11:00AM-12:45PM,Mary Juno,DMH160,01/24/24-05/13/24,0,IG - Students must also register in a lab section.
,FS,162,02,25979,In Person,Forensic Science Applications,,3,LEC,T,01:00PM-02:45PM,Samantha Peek,HB207,01/24/24-05/13/24,0,IG - Students must also register in a lab section.
,FS,162,11,25978,In Person,Forensic Science Applications,,3,ACT,R,11:00AM-12:45PM,Mary Juno,HB207,01/24/24-05/13/24,0,
,FS,162,12,25980,In Person,Forensic Science Applications,,3,ACT,R,01:00PM-02:45PM,Samantha Peek,HB207,01/24/24-05/13/24,0,
,FS,164,04,30154,In Person,Crime Scene and Evidence Photography,,3,SEM,T,01:30PM-03:15PM,Eric Kwong,BBC102,01/24/24-05/13/24,23,
,FS,164,14,30155,In Person,Crime Scene and Evidence Photography,,3,ACT,R,01:30PM-03:15PM,Eric Kwong,BBC102,01/24/24-05/13/24,23,
,FS,167,01,25363,In Person,Forensic Molecular Biology,,4,LEC,M,06:00PM-08:45PM,Jeremiah Garrido,HB207,01/24/24-05/13/24,0,IG - Students must also register in a lab section.
,FS,167,11,25364,In Person,Forensic Molecular Biology,,4,LAB,T,06:00PM-09:00PM,Jeremiah Garrido,HB207,01/24/24-05/13/24,0,
,FS,169,01,28914,In Person,FS  Senior Sem : Studies in Contemporary FS Issues,,3,SEM,T,03:00PM-05:45PM,Mark Barash,DMH226A,01/24/24-05/13/24,0,RC - Requires department release of permission number.
,FS,170,01,25877,In Person,Forensic Science in Human Rights Investigations,,3,LEC,W,12:00PM-02:45PM,Jodie Warren,CL226,01/24/24-05/13/24,31,
,FS,171,01,25981,In Person,Forensic Criminology,,3,LEC,MW,03:00PM-04:15PM,Bryce Westlake,MH523,01/24/24-05/13/24,0,
,FS,176,02,29377,In Person,Introduction to Fire and Explosion Investigations,,3,LEC,T,03:00PM-04:45PM,Samantha Peek,CL303A,01/24/24-05/13/24,0,
,FS,176,12,29378,In Person,Introduction to Fire and Explosion Investigations,,3,ACT,R,03:00PM-04:45PM,Samantha Peek,HB207,01/24/24-05/13/24,0,
,GEOG,1,80,22859,Fully Online,Physical Geography,GE: B1,3,LEC,TBA,TBA,Gary Pereira,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,10,80,24116,Fully Online,Cultural Geography,GE: D,3,LEC,TBA,TBA,Gary Pereira,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,12,80,22862,Fully Online,World Regional Geography,GE: D,3,LEC,TBA,TBA,Gary Pereira,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,107,80,24061,Fully Online,Mapping the World,GE: R,3,LEC,TBA,TBA,Bo Yang,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,112,01,20981,In Person,"Nations, Cultures a Globalization",GE: V,3,LEC,MW,10:30AM-11:45AM,Maureen Kelley,CL224,01/24/24-05/13/24,11,
,GEOG,112,03,28818,Fully Online,"Nations, Cultures a Globalization",GE: V,3,LEC,T,03:00PM-05:45PM,Eileen Pena,ONLINE,01/24/24-05/13/24,5,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,112,82,24784,Fully Online,"Nations, Cultures a Globalization",GE: V,3,LEC,TBA,TBA,Maureen Kelley,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,112,83,28294,Fully Online,"Nations, Cultures a Globalization",GE: V,3,LEC,TBA,TBA,Eileen Pena,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,112,84,30454,Fully Online,"Nations, Cultures a Globalization",GE: V,3,LEC,TBA,TBA,Joseph Hasty,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,140,80,24864,Fully Online,The United States,GE: S,3,LEC,TBA,TBA,Gary Pereira,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,171,01,28518,In Person,Advanced Geographic Information Systems,,4,LEC,W,04:00PM-06:45PM,Ahoura Zandiatashbar,WSQ113,01/24/24-05/13/24,6,
,GEOG,171,81,28716,Fully Online,Advanced Geographic Information Systems,,4,LAB,TBA,TBA,Ahoura Zandiatashbar,ONLINE,01/24/24-05/13/24,6,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,173,01,28519,In Person,Drones and Spatial Data Collection,,3,LEC,T,01:30PM-04:15PM,Bo Yang,WSQ113,01/24/24-05/13/24,1,
,GEOG,180,80,23955,Fully Online,Individual Studies,,3,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,5,RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,180,81,28644,In Person,Individual Studies,,1,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.
,GEOG,197,80,23956,Fully Online,Internship,,1,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,197,81,23957,Fully Online,Internship,,2,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,197,82,23958,Fully Online,Internship,,3,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,3,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,197,83,23959,Fully Online,Internship,,4,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,298,80,23896,Fully Online,Special Study,,3,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,5,PC -  Prereq - Graduate student status.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,298,81,23960,Fully Online,Special Study,,4,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,5,PC -  Prereq - Graduate student status.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,299,80,23961,Fully Online,Master's Thesis,,1,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,3,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,299,81,23962,Fully Online,Master's Thesis,,2,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOG,299,82,28645,Fully Online,Master's Thesis,,3,SUP,TBA,TBA,Thomas Lester,ONLINE,01/24/24-05/13/24,4,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOL,1,01,20732,In Person,General Geology,GE: B1+B3,4,LEC,MW,09:00AM-10:15AM,Hollianne Mcclure,DH351,01/24/24-05/13/24,0,
,GEOL,1,02,28877,In Person,General Geology,GE: B1+B3,4,LEC,MW,12:00PM-01:15PM,Matthew Leigh,DH351,01/24/24-05/13/24,1,
,GEOL,1,03,20733,In Person,General Geology,GE: B1+B3,4,LEC,MW,01:30PM-02:45PM,Matthew Leigh,DH351,01/24/24-05/13/24,2,
,GEOL,1,04,20734,In Person,General Geology,,0,LAB,T,08:30AM-11:15AM,Matthew Leigh / Ryan Portner,DH311,01/24/24-05/13/24,0,
,GEOL,1,05,20735,In Person,General Geology,,0,LAB,T,11:30AM-02:15PM,Robert Meyer / Ryan Portner,DH311,01/24/24-05/13/24,0,
,GEOL,1,06,20736,In Person,General Geology,,0,LAB,T,02:30PM-05:15PM,Will Rizza / Ryan Portner,DH311,01/24/24-05/13/24,0,
,GEOL,1,07,20747,In Person,General Geology,,0,LAB,T,05:30PM-08:15PM,Will Rizza / Ryan Portner,DH311,01/24/24-05/13/24,0,
,GEOL,1,08,21810,In Person,General Geology,,0,LAB,R,08:30AM-11:15AM,Bradley Buerer / Ryan Portner,DH311,01/24/24-05/13/24,0,
,GEOL,1,09,21811,In Person,General Geology,,0,LAB,R,11:30AM-02:15PM,Robert Meyer / Ryan Portner,DH311,01/24/24-05/13/24,0,
,GEOL,1,10,22359,In Person,General Geology,,0,LAB,R,02:30PM-05:15PM,Hollianne Mcclure,DH311,01/24/24-05/13/24,1,
,GEOL,2,02,21266,Hybrid,Geology for Engineers,,3,LEC,R  T,R  10:30AM-11:45AM   T  10:30AM-11:45AM,Leanne Teruya,DH208,01/24/24-05/13/24,20,HYBRID - 2 meetings patterns: (1) designated In Person with day/time meetings; and (2) designated online with day/time meetings. May utilize Canvas. More info at sjsu.edu/ecampus.
,GEOL,2,03,30152,Hybrid,Geology for Engineers,,3,LEC,R  T,R  09:00AM-10:15AM   T  09:00AM-10:15AM,Leanne Teruya / Leanne Teruya,DH208,01/24/24-05/13/24,26,HYBRID - 2 meetings patterns: (1) designated In Person with day/time meetings; and (2) designated online with day/time meetings. May utilize Canvas. More info at sjsu.edu/ecampus.
,GEOL,3,80,20219,Fully Online,Planet Earth,GE: B1,3,LEC,TBA,TBA,Joao Santos,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOL,3,81,22332,Fully Online,Planet Earth,GE: B1,3,LEC,TBA,TBA,Joao Santos,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,GEOL,4L,01,20215,In Person,Earth Systems Lab,GE: B3,1,LAB,M,09:00AM-11:45AM,Suzy Brookshire / Nathaniel Bogie,DH216,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,GEOL,4L,02,20216,In Person,Earth Systems Lab,GE: B3,1,LAB,M,01:30PM-04:15PM,Raymond Hess / Nathaniel Bogie,DH216,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
